Date,Frame,Movement,Camera_Position_x,Camera_Position_y,Camera_Position_z,Camera_Rotation_x,Camera_Rotation_y,Camera_Rotation_z,Camera_Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w
06/29/2023 00:19:43.527434,0,start,0.72, 1.19, 0.99,0.19879, 0.04351, 0.01668, -0.97893,0.68, 1.19, 0.98,-0.36814, 0.00528, 0.00209, 0.92975,316.80, 0.65, 0.00,0.01, 0.68, 0.73,1.00, 0.00, -0.01,-0.01, 0.73, -0.68,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.36906, -0.01404, -0.00558, 0.92928,316.68, 358.27, 0.00,-0.02, 0.69, 0.73,1.00, 0.00, 0.03,0.02, 0.73, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19862, 0.04352, 0.01666, -0.97897
06/29/2023 00:19:43.541278,1,start,0.72, 1.19, 0.99,0.19899, 0.04343, 0.01683, -0.97889,0.68, 1.19, 0.98,-0.36871, 0.00284, 0.00112, 0.92954,316.73, 0.35, 0.00,0.00, 0.69, 0.73,1.00, 0.00, -0.01,0.00, 0.73, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.36956, -0.01647, -0.00655, 0.92904,316.62, 357.97, 0.00,-0.03, 0.69, 0.73,1.00, 0.00, 0.04,0.02, 0.73, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19879, 0.04351, 0.01665, -0.97893
06/29/2023 00:19:43.554951,2,start,0.72, 1.19, 0.99,0.19915, 0.04332, 0.01705, -0.97886,0.68, 1.19, 0.98,-0.36871, 0.00284, 0.00112, 0.92954,316.73, 0.35, 0.00,0.00, 0.69, 0.73,1.00, 0.00, -0.01,0.00, 0.73, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.36956, -0.01647, -0.00655, 0.92904,316.62, 357.97, 0.00,-0.03, 0.69, 0.73,1.00, 0.00, 0.04,0.02, 0.73, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19899, 0.04343, 0.01683, -0.97889
06/29/2023 00:19:43.569307,3,start,0.72, 1.19, 0.99,0.19925, 0.04327, 0.01703, -0.97885,0.68, 1.19, 0.98,-0.37190, 0.00325, 0.00130, 0.92827,316.33, 0.40, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,0.00, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37276, -0.01610, -0.00647, 0.92777,316.22, 358.01, 0.00,-0.03, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19914, 0.04331, 0.01704, -0.97887
06/29/2023 00:19:43.583313,4,start,0.72, 1.19, 0.99,0.19935, 0.04332, 0.01701, -0.97882,0.68, 1.19, 0.98,-0.37190, 0.00325, 0.00130, 0.92827,316.33, 0.40, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,0.00, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37276, -0.01610, -0.00647, 0.92777,316.22, 358.01, 0.00,-0.03, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19923, 0.04330, 0.01702, -0.97885
06/29/2023 00:19:43.597067,5,start,0.72, 1.19, 0.99,0.19935, 0.04332, 0.01698, -0.97882,0.68, 1.19, 0.98,-0.37190, 0.00325, 0.00130, 0.92827,316.33, 0.40, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,0.00, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37276, -0.01610, -0.00647, 0.92777,316.22, 358.01, 0.00,-0.03, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19935, 0.04333, 0.01701, -0.97882
06/29/2023 00:19:43.611222,6,start,0.72, 1.19, 0.99,0.19932, 0.04337, 0.01693, -0.97883,0.68, 1.19, 0.98,-0.37220, 0.00348, 0.00140, 0.92814,316.30, 0.43, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,-0.01, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37307, -0.01588, -0.00638, 0.92764,316.18, 358.04, 0.00,-0.02, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19932, 0.04333, 0.01697, -0.97883
06/29/2023 00:19:43.625058,7,start,0.72, 1.19, 0.99,0.19928, 0.04342, 0.01695, -0.97883,0.68, 1.19, 0.98,-0.37220, 0.00348, 0.00140, 0.92814,316.30, 0.43, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,-0.01, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37307, -0.01588, -0.00638, 0.92764,316.18, 358.04, 0.00,-0.02, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19932, 0.04338, 0.01694, -0.97883
06/29/2023 00:19:43.638746,8,start,0.72, 1.19, 0.99,0.19926, 0.04352, 0.01694, -0.97883,0.68, 1.19, 0.98,-0.37134, 0.00357, 0.00143, 0.92849,316.40, 0.44, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,-0.01, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37214, -0.01349, -0.00541, 0.92806,316.30, 358.33, 0.00,-0.02, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19928, 0.04344, 0.01695, -0.97883
06/29/2023 00:19:43.653123,9,start,0.72, 1.19, 0.99,0.19922, 0.04367, 0.01701, -0.97883,0.68, 1.19, 0.98,-0.37134, 0.00357, 0.00143, 0.92849,316.40, 0.44, 0.00,0.01, 0.69, 0.72,1.00, 0.00, -0.01,-0.01, 0.72, -0.69,TrackingSpace,0.9980469,0.75, 1.19, 0.99,-0.37214, -0.01349, -0.00541, 0.92806,316.30, 358.33, 0.00,-0.02, 0.69, 0.72,1.00, 0.00, 0.03,0.02, 0.72, -0.69,TrackingSpace,0.9980469,0.64, 1.58, 1.90,0.19926, 0.04354, 0.01695, -0.97883
