,Date,Frame,Movement,Camera_Position_x,Camera_Position_y,Camera_Position_z,Camera_Rotation_x,Camera_Rotation_y,Camera_Rotation_z,Camera_Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Cosine Similarity,Euclidean Error
0,07/20/2023 15:00:45.653448,122,moving,-1.52,1.08,0.29,0.14504,-0.51213,-0.06902,-0.84376,-1.53,1.08,0.32,-0.26057,0.44333,0.13643,0.84673,325.79,55.27,0.0,0.68,0.56,0.47,0.57,0.0,-0.82,-0.46,0.83,-0.32,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.26271,0.42425,0.13008,0.85678,325.91,52.69,0.0,0.66,0.56,0.5,0.61,0.0,-0.8,-0.45,0.83,-0.34,TrackingSpace,0.9980469,-0.52,1.83,0.99,0.0,0.0,0.0,1.0,-0.2821317877320212,2.1104281789274593,1.1823726576728788,1.0,0.0,-1.0,-0.75,-0.7,-1.232868212267979,-1.0304281789274592,-0.8923726576728788,2.644248470879372,2.3162215551773593
1,07/20/2023 15:00:45.677143,123,moving,-1.52,1.08,0.29,0.14491,-0.51235,-0.06901,-0.84364,-1.53,1.08,0.32,-0.25815,0.44475,0.13557,0.84686,326.09,55.41,0.0,0.68,0.56,0.47,0.57,0.0,-0.82,-0.46,0.83,-0.32,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.26037,0.425,0.12908,0.85728,326.21,52.74,0.0,0.66,0.56,0.5,0.61,0.0,-0.8,-0.44,0.83,-0.34,TrackingSpace,0.9980469,-0.52,1.82,0.98,0.0,0.0,0.0,1.0,-0.2821317877320212,2.1104281789274593,1.1823726576728788,1.0,0.0,-1.0,-0.74,-0.69,-1.232868212267979,-1.0304281789274592,-0.8923726576728788,2.9618283188311803,2.4692207166403484
2,07/20/2023 15:00:45.703331,124,moving,-1.52,1.08,0.29,0.14453,-0.51288,-0.06884,-0.8434,-1.53,1.08,0.32,-0.25815,0.44475,0.13557,0.84686,326.09,55.41,0.0,0.68,0.56,0.47,0.57,0.0,-0.82,-0.46,0.83,-0.32,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.26037,0.425,0.12908,0.85728,326.21,52.74,0.0,0.66,0.56,0.5,0.61,0.0,-0.8,-0.44,0.83,-0.34,TrackingSpace,0.9980469,-0.52,1.81,0.98,0.0,0.0,0.0,1.0,-0.2821317877320212,2.1104281789274593,1.1823726576728788,1.0,0.0,-1.0,-0.73,-0.69,-1.232868212267979,-1.0304281789274592,-0.8923726576728788,3.2861060729217177,2.808098653598027
3,07/20/2023 15:00:45.726893,125,moving,-1.52,1.08,0.29,0.14465,-0.51329,-0.06868,-0.84314,-1.53,1.08,0.32,-0.2548,0.4441,0.13335,0.84857,326.57,55.25,0.0,0.69,0.55,0.48,0.57,0.0,-0.82,-0.45,0.83,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25677,0.42626,0.12757,0.85796,326.68,52.84,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.84,-0.33,TrackingSpace,0.9980469,-0.52,1.81,0.97,0.0,0.0,0.0,1.0,0.07252495060523922,2.36395562085199,1.4337988246617208,1.0,0.0,-1.0,-0.73,-0.6799999999999999,-1.5875249506052393,-1.28395562085199,-1.1437988246617208,2.5259001265991863,2.011066515001837
4,07/20/2023 15:00:45.750799,126,moving,-1.52,1.08,0.29,0.14494,-0.51373,-0.06856,-0.84284,-1.53,1.08,0.32,-0.25236,0.44756,0.13327,0.84749,326.84,55.68,0.0,0.69,0.55,0.47,0.56,0.0,-0.83,-0.45,0.84,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25449,0.42873,0.12724,0.85746,326.94,53.13,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.84,-0.33,TrackingSpace,0.9980469,-0.52,1.8,0.96,0.0,0.0,0.0,1.0,-0.26303430414227513,2.092591205763348,1.1828692101658458,1.0,0.0,-1.0,-0.72,-0.6699999999999999,-1.251965695857725,-1.0125912057633477,-0.8928692101658458,2.8551443119259114,2.270859475024941
5,07/20/2023 15:00:45.774672,127,moving,-1.52,1.08,0.29,0.1446,-0.51406,-0.06856,-0.84269,-1.53,1.08,0.32,-0.25236,0.44756,0.13327,0.84749,326.84,55.68,0.0,0.69,0.55,0.47,0.56,0.0,-0.83,-0.45,0.84,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25449,0.42873,0.12724,0.85746,326.94,53.13,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.84,-0.33,TrackingSpace,0.9980469,-0.52,1.8,0.96,0.0,0.0,0.0,1.0,-0.26303430414227513,2.092591205763348,1.1828692101658458,1.0,0.0,-1.0,-0.72,-0.6699999999999999,-1.251965695857725,-1.0125912057633477,-0.8928692101658458,2.8551443119259114,2.270859475024941
6,07/20/2023 15:00:45.800499,128,moving,-1.52,1.08,0.29,0.14398,-0.51451,-0.06823,-0.84255,-1.53,1.08,0.32,-0.2525,0.44567,0.13262,0.84855,326.86,55.42,0.0,0.69,0.55,0.48,0.57,0.0,-0.82,-0.45,0.84,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25427,0.4299,0.12757,0.85689,326.94,53.29,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.84,-0.33,TrackingSpace,0.9980469,-0.52,1.79,0.95,0.0,0.0,0.0,1.0,0.07252495060523922,2.36395562085199,1.4337988246617208,1.0,0.0,-1.0,-0.71,-0.6599999999999999,-1.5875249506052393,-1.28395562085199,-1.1437988246617208,3.2932460411412263,2.6429103703121166
7,07/20/2023 15:00:45.824190,129,moving,-1.52,1.08,0.29,0.1437,-0.51493,-0.06783,-0.84237,-1.53,1.08,0.32,-0.25532,0.44832,0.13532,0.84588,326.41,55.85,0.0,0.69,0.55,0.47,0.56,0.0,-0.83,-0.46,0.83,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25752,0.42924,0.12913,0.85601,326.51,53.26,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.83,-0.33,TrackingSpace,0.9980469,-0.52,1.78,0.94,0.0,0.0,0.0,1.0,-0.26303430414227513,2.092591205763348,1.1828692101658458,1.0,0.0,-1.0,-0.7,-0.6499999999999999,-1.251965695857725,-1.0125912057633477,-0.8928692101658458,3.624539817684631,2.8778272361120214
8,07/20/2023 15:00:45.847908,130,moving,-1.52,1.08,0.29,0.14322,-0.51543,-0.06757,-0.84217,-1.53,1.08,0.32,-0.25467,0.44998,0.1356,0.84515,326.46,56.06,0.0,0.69,0.55,0.47,0.56,0.0,-0.83,-0.46,0.83,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25696,0.43044,0.12928,0.85556,326.57,53.41,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.83,-0.33,TrackingSpace,0.9980469,-0.52,1.78,0.94,0.0,0.0,0.0,1.0,-0.26303430414227513,2.092591205763348,1.1828692101658458,1.0,0.0,-1.0,-0.7,-0.6499999999999999,-1.251965695857725,-1.0125912057633477,-0.8928692101658458,3.624539817684631,2.8778272361120214
9,07/20/2023 15:00:45.871824,131,moving,-1.52,1.08,0.29,0.1427,-0.51597,-0.06728,-0.84195,-1.53,1.08,0.32,-0.25467,0.44998,0.1356,0.84515,326.46,56.06,0.0,0.69,0.55,0.47,0.56,0.0,-0.83,-0.46,0.83,-0.31,TrackingSpace,0.9980469,-1.5,1.08,0.26,-0.25696,0.43044,0.12928,0.85556,326.57,53.41,0.0,0.67,0.55,0.5,0.6,0.0,-0.8,-0.44,0.83,-0.33,TrackingSpace,0.9980469,-0.52,1.77,0.93,0.0,0.0,0.0,1.0,-0.26303430414227513,2.092591205763348,1.1828692101658458,1.0,0.0,-1.0,-0.69,-0.6400000000000001,-1.251965695857725,-1.0125912057633477,-0.8928692101658458,4.027709352203836,3.217579803032818
