,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Expected Visual Angle_x,Expected Visual Angle_y,Actual Visual Angle_x,Actual Visual Angle_y,Cosine Similarity,Euclidean Error
0,06/24/2023 21:27:46.399624,227,static,0.52,0.96,-0.01,0.21455,0.70892,0.2809,-0.61032,0.51,0.96,0.04,0.21455,0.70892,0.2809,-0.61032,0.51,0.96,0.02,0.21455,0.70892,0.2809,-0.61032,0.52,0.96,-0.02,-0.34439,-0.52839,-0.2474,0.73553,309.82,288.61,0.0,-0.61,0.77,0.2,0.32,0.0,0.95,0.73,0.64,-0.25,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34354,-0.53857,-0.25488,0.72592,309.35,286.86,0.0,-0.61,0.77,0.18,0.29,0.0,0.96,0.74,0.63,-0.22,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21462,0.70893,0.28079,-0.61034,-1.5833683937811922,3.6087601036254395,0.6685585492224269,1.0,0.0,1.0,-1.21,-0.25,2.0983683937811923,-2.6487601036254396,-0.6535585492224268,1.8157749899217608,-1.7745410076787536,1.8727337583475825,-1.8127056478262917,0.27514568628022623,6.866904012169788
1,06/24/2023 21:27:46.413697,228,static,0.52,0.96,-0.01,0.21464,0.70896,0.28079,-0.6103,0.51,0.96,0.04,0.21464,0.70896,0.28079,-0.6103,0.51,0.96,0.02,0.21464,0.70896,0.28079,-0.6103,0.52,0.96,-0.02,-0.34427,-0.53392,-0.25177,0.73008,309.51,287.64,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.3427,-0.54801,-0.26207,0.71663,308.88,285.19,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21456,0.70894,0.28087,-0.61031,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
2,06/24/2023 21:27:46.427466,229,static,0.52,0.96,-0.01,0.2147,0.70901,0.28066,-0.61028,0.51,0.96,0.04,0.2147,0.70901,0.28066,-0.61028,0.51,0.96,0.02,0.2147,0.70901,0.28066,-0.61028,0.52,0.96,-0.02,-0.34432,-0.53387,-0.25178,0.7301,309.5,287.65,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34275,-0.54796,-0.26207,0.71665,308.88,285.2,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21465,0.70897,0.28078,-0.61029,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
3,06/24/2023 21:27:46.441780,230,static,0.52,0.96,-0.01,0.21464,0.70909,0.28061,-0.61023,0.51,0.96,0.04,0.21464,0.70909,0.28061,-0.61023,0.51,0.96,0.02,0.21464,0.70909,0.28061,-0.61023,0.52,0.96,-0.02,-0.34423,-0.53421,-0.25197,0.72982,309.5,287.59,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34264,-0.54829,-0.26225,0.71638,308.88,285.14,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21472,0.70901,0.28066,-0.61027,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
4,06/24/2023 21:27:46.455519,231,static,0.52,0.96,-0.01,0.21446,0.70919,0.28062,-0.61017,0.51,0.96,0.04,0.21446,0.70919,0.28062,-0.61017,0.51,0.96,0.02,0.21446,0.70919,0.28062,-0.61017,0.52,0.96,-0.02,-0.34425,-0.53422,-0.25199,0.7298,309.49,287.59,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34266,-0.5483,-0.26227,0.71636,308.87,285.14,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.2146,0.70909,0.28062,-0.61024,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
5,06/24/2023 21:27:46.469287,232,static,0.52,0.96,-0.01,0.2143,0.70921,0.28058,-0.61022,0.51,0.96,0.04,0.2143,0.70921,0.28058,-0.61022,0.51,0.96,0.02,0.2143,0.70921,0.28058,-0.61022,0.52,0.96,-0.02,-0.34415,-0.53443,-0.25207,0.72966,309.5,287.56,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34255,-0.54852,-0.26235,0.71621,308.88,285.11,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21445,0.70919,0.2806,-0.61018,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
6,06/24/2023 21:27:46.483526,233,static,0.52,0.96,-0.01,0.21422,0.70925,0.28054,-0.61022,0.51,0.96,0.04,0.21422,0.70925,0.28054,-0.61022,0.51,0.96,0.02,0.21422,0.70925,0.28054,-0.61022,0.52,0.96,-0.02,-0.34412,-0.53441,-0.25201,0.72971,309.51,287.57,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34253,-0.54849,-0.2623,0.71626,308.88,285.11,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.2143,0.70921,0.28058,-0.61022,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
7,06/24/2023 21:27:46.497618,234,static,0.52,0.96,-0.01,0.21416,0.70925,0.28049,-0.61027,0.51,0.96,0.04,0.21416,0.70925,0.28049,-0.61027,0.51,0.96,0.02,0.21416,0.70925,0.28049,-0.61027,0.52,0.96,-0.02,-0.34408,-0.53447,-0.25203,0.72968,309.51,287.56,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34249,-0.54855,-0.26231,0.71623,308.89,285.1,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21421,0.70926,0.28053,-0.61022,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
8,06/24/2023 21:27:46.511684,235,static,0.52,0.96,-0.01,0.21414,0.70927,0.28042,-0.61029,0.51,0.96,0.04,0.21414,0.70927,0.28042,-0.61029,0.51,0.96,0.02,0.21414,0.70927,0.28042,-0.61029,0.52,0.96,-0.02,-0.34374,-0.53462,-0.25181,0.7298,309.56,287.55,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34217,-0.54868,-0.26207,0.71638,308.94,285.1,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21416,0.70924,0.28047,-0.61028,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
9,06/24/2023 21:27:46.525573,236,static,0.52,0.96,-0.01,0.21399,0.70928,0.28049,-0.61029,0.51,0.96,0.04,0.21399,0.70928,0.28049,-0.61029,0.51,0.96,0.02,0.21399,0.70928,0.28049,-0.61029,0.52,0.96,-0.02,-0.34376,-0.53469,-0.25189,0.72972,309.55,287.54,0.0,-0.61,0.77,0.19,0.3,0.0,0.95,0.74,0.64,-0.23,WorldSpace,0.9980469,0.51,0.96,0.05,-0.34218,-0.54875,-0.26214,0.71629,308.93,285.09,0.0,-0.61,0.78,0.16,0.26,0.0,0.97,0.75,0.63,-0.2,WorldSpace,0.9980469,-0.49,2.17,0.27,0.21415,0.70926,0.28043,-0.61029,-0.8020946745565435,2.6334171597637335,0.39267751479299423,1.0,0.0,1.0,-1.21,-0.25,1.3170946745565435,-1.6734171597637335,-0.3776775147929942,1.8157749899217608,-1.7745410076787536,1.850053703545987,-1.792769696142392,0.24291108399506617,3.0993564314567195
