,Date,Frame,Movement,Camera_Position_x,Camera_Position_y,Camera_Position_z,Camera_Rotation_x,Camera_Rotation_y,Camera_Rotation_z,Camera_Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Cosine Similarity,Euclidean Error
0,06/29/2023 00:21:21.625104,216,moving,0.8,1.13,1.07,0.20907,0.0278,0.02444,-0.9772,0.77,1.13,1.07,-0.35722,-0.25897,-0.10378,0.89138,316.32,327.6,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.72,-0.58,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35461,-0.26616,-0.10604,0.89004,316.55,326.7,0.0,-0.4,0.69,0.61,0.84,0.0,0.55,0.38,0.73,-0.57,TrackingSpace,0.9980469,-0.48,3.23,2.81,0.20901,0.02769,0.02438,-0.97722,-1.5700000000096914,5.270000000016928,4.730000000014966,1.0,0.0,1.28,-2.1,-1.74,2.3700000000096915,-4.140000000016928,-3.660000000014966,2.553431002249073,3.876208515998887
1,06/29/2023 00:21:21.639036,217,moving,0.8,1.13,1.07,0.20906,0.02788,0.02452,-0.9772,0.77,1.13,1.07,-0.35825,-0.25468,-0.10224,0.89238,316.25,328.14,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.36,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35567,-0.26191,-0.10454,0.89105,316.48,327.24,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.73,-0.58,TrackingSpace,0.9980469,-0.48,3.22,2.81,0.20907,0.0278,0.02444,-0.9772,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.28,-2.0900000000000003,-1.74,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.9591070606733227,4.4212965446441705
2,06/29/2023 00:21:21.652785,218,moving,0.8,1.13,1.07,0.20903,0.02795,0.02457,-0.9772,0.77,1.13,1.07,-0.35825,-0.25468,-0.10224,0.89238,316.25,328.14,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.36,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35567,-0.26191,-0.10454,0.89105,316.48,327.24,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.73,-0.58,TrackingSpace,0.9980469,-0.47,3.22,2.81,0.20906,0.02788,0.02451,-0.9772,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.27,-2.0900000000000003,-1.74,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.814150754062422,4.224320758235694
3,06/29/2023 00:21:21.667496,219,moving,0.8,1.13,1.07,0.20906,0.02798,0.02469,-0.97719,0.77,1.13,1.07,-0.35825,-0.25468,-0.10224,0.89238,316.25,328.14,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.36,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35567,-0.26191,-0.10454,0.89105,316.48,327.24,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.73,-0.58,TrackingSpace,0.9980469,-0.47,3.21,2.81,0.20903,0.02794,0.02458,-0.9772,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.27,-2.08,-1.74,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.8008747405119334,4.171756535950341
4,06/29/2023 00:21:21.680958,220,moving,0.8,1.13,1.07,0.20913,0.02797,0.02479,-0.97717,0.77,1.13,1.07,-0.35859,-0.25493,-0.10247,0.89215,316.21,328.11,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.37,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35601,-0.26216,-0.10477,0.89081,316.43,327.2,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.72,-0.58,TrackingSpace,0.9980469,-0.46,3.21,2.82,0.20906,0.02797,0.02468,-0.97719,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.26,-2.08,-1.7499999999999998,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.5322843410259144,3.766975890590379
5,06/29/2023 00:21:21.694778,221,moving,0.8,1.13,1.07,0.20922,0.02806,0.02477,-0.97715,0.77,1.13,1.07,-0.35859,-0.25493,-0.10247,0.89215,316.21,328.11,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.37,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35601,-0.26216,-0.10477,0.89081,316.43,327.2,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.72,-0.58,TrackingSpace,0.9980469,-0.45,3.2,2.82,0.20913,0.02798,0.02479,-0.97717,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.25,-2.0700000000000003,-1.7499999999999998,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.3730188265909655,3.5159346951789807
6,06/29/2023 00:21:21.708529,222,moving,0.8,1.13,1.07,0.20934,0.02815,0.0247,-0.97713,0.77,1.13,1.07,-0.3577,-0.25484,-0.10213,0.89257,316.32,328.13,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.36,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35513,-0.26207,-0.10443,0.89123,316.55,327.23,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.73,-0.58,TrackingSpace,0.9980469,-0.45,3.19,2.82,0.20924,0.02807,0.02474,-0.97715,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.25,-2.06,-1.7499999999999998,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.369401859619991,3.4689679250933274
7,06/29/2023 00:21:21.722705,223,moving,0.8,1.13,1.07,0.20941,0.02825,0.02463,-0.97711,0.77,1.13,1.07,-0.3577,-0.25484,-0.10213,0.89257,316.32,328.13,0.0,-0.38,0.69,0.61,0.85,0.0,0.53,0.36,0.72,-0.59,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.35513,-0.26207,-0.10443,0.89123,316.55,327.23,0.0,-0.39,0.69,0.61,0.84,0.0,0.54,0.37,0.73,-0.58,TrackingSpace,0.9980469,-0.44,3.19,2.82,0.20933,0.02817,0.0247,-0.97713,-1.5100000000004086,5.270000000000731,4.730000000000647,1.0,0.0,1.24,-2.06,-1.7499999999999998,2.3100000000004086,-4.1400000000007315,-3.6600000000006467,2.2137195043013684,3.2642149560988467
8,06/29/2023 00:21:21.736550,224,moving,0.8,1.13,1.07,0.2094,0.02832,0.02463,-0.97711,0.77,1.13,1.07,-0.34936,-0.26003,-0.10156,0.89444,317.33,327.58,0.0,-0.39,0.68,0.62,0.84,0.0,0.54,0.36,0.74,-0.57,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.34681,-0.26711,-0.10373,0.89309,317.55,326.7,0.0,-0.41,0.67,0.62,0.84,0.0,0.55,0.37,0.74,-0.56,TrackingSpace,0.9980469,-0.43,3.18,2.83,0.2094,0.02824,0.02462,-0.97711,-0.1388293710499694,2.7145049653922344,2.5253487812213438,1.0,0.0,1.23,-2.0500000000000003,-1.76,0.9388293710499694,-1.5845049653922345,-1.4553487812213437,1.9717459690892838,2.862069960653455
9,06/29/2023 00:21:21.750258,225,moving,0.8,1.13,1.07,0.20939,0.02846,0.02465,-0.97711,0.77,1.13,1.07,-0.34936,-0.26003,-0.10156,0.89444,317.33,327.58,0.0,-0.39,0.68,0.62,0.84,0.0,0.54,0.36,0.74,-0.57,TrackingSpace,0.9980469,0.83,1.13,1.07,-0.34681,-0.26711,-0.10373,0.89309,317.55,326.7,0.0,-0.41,0.67,0.62,0.84,0.0,0.55,0.37,0.74,-0.56,TrackingSpace,0.9980469,-0.43,3.18,2.83,0.2094,0.02833,0.02464,-0.97711,-0.1388293710499694,2.7145049653922344,2.5253487812213438,1.0,0.0,1.23,-2.0500000000000003,-1.76,0.9388293710499694,-1.5845049653922345,-1.4553487812213437,1.9717459690892838,2.862069960653455
